ProdName,Brand,Model,Processor,RAM,OS,Disk,Dim,Category
Asus Vivobook 15 Pentium Gold 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) X509UA-EJ245T Laptop,Asus,Vivo,Intel Pentium Gold Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN244P Thin and Light Laptop,Avita,Liber,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Acer Predator Helios 300 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Acer,Predator,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 3467 Laptop,Dell,Inspiron,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Acer Aspire 3 Celeron Dual Core - (2 GB/500 GB HDD/Windows 10 Home) A315-33 Laptop,Acer,Aspire,Intel Celeron Dual Core Processor,2 GB DDR3 ,64 bit Windows 10,500 GB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN203P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Lenovo Ideapad 330 Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 330-15ARR U Laptop,Lenovo,Ideapad,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Vostro 14 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) vos 3480 Laptop,Dell,Vostro,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP G6 APU Dual Core A6 - (4 GB/1 TB HDD/DOS) 245 G6 Laptop,HP,EliteBook,AMD APU Dual Core A6 Processor,4 GB DDR4 ,D,1 TB HDD,35.56 cm (14 inch) ,Laptop
Avita Liber Core i3 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) NS14A2IN190P Thin and Light Laptop,Avita,Liber,Intel Core i3 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,128 GB SSD,35.56 cm (14 inch) ,Laptop
Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 130-15IKB Laptop,Lenovo,Ideapad,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
MSI Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2070...,MSI,Gaming,Intel Core i7 Processor (9th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell G7 Series Core i7 8th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Gefor...,Dell,G,Intel Core i7 Processor (8th Gen),16 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i3 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) NS14A2IN187P Thin and Light Laptop,Avita,Liber,Intel Core i3 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,128 GB SSD,35.56 cm (14 inch) ,Laptop
Acer Predator Triton 300 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Acer,Predator,Intel Core i7 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 81LK00NRIN Lapto...,Lenovo,Ideapad,Intel Core i5 Processor (9th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Acer Aspire 3 Pentium Quad Core - (4 GB/500 GB HDD/Windows 10 Home) A315-34-P7EG Laptop,Acer,Aspire,Intel Pentium Quad Core Processor,4 GB DDR4 ,64 bit Windows 10,500 GB HDD,39.62 cm (15.6 inch) ,Laptop
HP G7 Ryzen 3 Dual Core - (4 GB/1 TB HDD/DOS) 245 G7 Laptop,HP,ProBook,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 ,D,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP Pavilion x360 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14-dh1010TU 2 in 1 Laptop,HP,Pavilion,Intel Core i5 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) Touchscreen ,Laptop
HP 15q Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15q-ds0028TU Laptop,HP,Notebook,Intel Core i5 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN207P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
HP Pavilion 14-ce Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce302...,HP,Pavilion,Intel Core i5 Processor (10th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,35.56 cm (14 inch) ,Laptop
Dell Vostro 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Linux) VOS 3480 Laptop,Dell,Vostro,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,Linux/Ubuntu,1 TB HDD,35.56 cm (14 inch) ,Laptop
Dell Inspiron 7000 Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RT...,Dell,Inspiron,Intel Core i7 Processor (9th Gen),16 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion x360 Core i3 8th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh0044T...,HP,Pavilion,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Touchscreen ,Laptop
Asus VivoBook 14 APU Quad Core A12 - (4 GB/1 TB HDD/Windows 10 Home) X411QA-EK001T Thin and Light Lapt...,Asus,Vivo,AMD APU Quad Core A12 Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP 15q Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0008AU Laptop,HP,Pavilion,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 15 Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) 15-di0000TU Laptop,HP,Zbook,Intel Celeron Dual Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 320 APU Dual Core A6 - (4 GB/1 TB HDD/DOS) IP 320-15AST Laptop,Lenovo,Ideapad,AMD APU Dual Core A6 Processor,4 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell G3 15 3000 Series Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 GB Graphics/N...,Dell,G,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,Acer,Predator,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) Touchscreen ,Laptop
Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1224 2 in 1 Laptop,Smartron,t-book,Intel Core i5 Processor (7th Gen),4 GB DDR3 ,64 bit Windows 10,128 GB SSD,30.99 cm (12.2 inch) Touchscreen ,Laptop
Apple MacBook Air Core i5 8th Gen - (8 GB/128 GB SSD/Mac OS Mojave) MRE82HN/A,Apple,MacBook Air,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,Mac,128 GB SSD,33.78 cm (13.3 inch) ,Laptop
Acer Aspire 3 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) A315-51 Laptop,Acer,Aspire,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 130 APU Dual Core A9 - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 130-15AST Laptop,Lenovo,Ideapad,AMD APU Dual Core A9 Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331FAL-EG003T Thin and Light Lap...,Asus,ZenBook,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
Apple MacBook Air Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MVFL2HN/A,Apple,MacBook Air,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,Mac,256 GB SSD,33.78 cm (13.3 inch) ,Laptop
Dell Inspiron 15 7000 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) 7570 ...,Dell,Inspiron,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 7000 Series Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics...,Dell,Inspiron,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus VivoBook 14 Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home) X412DA-EK140T Thin and Light Lapt...,Asus,Vivo,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home) 14-cd0080TU 2 in 1 Laptop,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|8 GB SSD,35.56 cm (14 inch) Touchscreen ,Laptop
Dell Inspiron 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/4 GB Graphics) 5370 Thin and Lig...,Dell,Inspiron,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,33.78 cm (13.3 inch) ,Laptop
HP G7 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 240-G7 Laptop,HP,Notebook,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,D,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP Pavilion x360 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) 14-cd0...,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) Touchscreen ,Laptop
Avita Liber Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A1IN007P Thin and Light Laptop,Avita,Liber,Intel Core i5 Processor (7th Gen),8 GB DDR3 ,64 bit Windows 10,256 GB SSD,35.56 cm (14 inch) ,Laptop
Dell Inspiron 13 7000 Series Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) insp 7386 2 in 1 Lapt...,Dell,Inspiron,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,256 GB SSD,33.78 cm (13.3 inch) Touchscreen ,Laptop
Dell Vostro 15 3000 Core i3 7th Gen - (4 GB/1 TB HDD/Linux) 3568 Laptop,Dell,Vostro,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,Linux/Ubuntu,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus ROG Strix Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,Asus,ROG,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) X509UA-EJ361T Laptop,Asus,TUF Gaming,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,256 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus ZenBook 14 Ryzen 5 Quad Core 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) UM431DA-AM581TS Thin and...,Asus,ZenBook,AMD Ryzen 5 Quad Core Processor (2nd Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Dell Inspiron 5447 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (5447541TB2S),Dell,G,Intel Core i5 Processor (4th Gen),4 GB DDR3 ,64 bit Windows 8.1,1 TB HDD,35.2 cm (13.86 inch) ,Laptop
Dell G3 Series Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,Dell,G,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 3000 Series Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) INS 3576 ...,Dell,Inspiron,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus X505ZA Ryzen 5 Quad Core 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X505ZA-EJ563T Laptop,Asus,Vivobook,AMD Ryzen 5 Quad Core Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
HP Envy 13 Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) 13-ar0118AU 2 in 1 Laptop,HP,Envy,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) Touchscreen ,Laptop
HP Envy 13 Core i7 10th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-aq102...,HP,Envy,Intel Core i7 Processor (10th Gen),16 GB DDR4 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) Touchscreen ,Laptop
Dell XPS 13 Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 9360 Thin and Light Laptop,Dell,XPS,Intel Core i5 Processor (7th Gen),8 GB DDR3 ,64 bit Windows 10,256 GB SSD,33.78 cm (13.3 inch) ,Laptop
Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) Ideapad 330 Laptop,Lenovo,Ideapad,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus F560UD Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050) F5...,Asus,Vivo,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Apple MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) A1466,Apple,MacBook Air,Intel Core i5 Processor (5th Gen),8 GB ,Mac,128 GB SSD,33.78 cm (13.3 inch) ,Laptop
Dell Inspiron 3000 Ryzen 3 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 3585 Laptop,Dell,Inspiron,AMD Ryzen 3 Quad Core Processor,4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 330E Core i5 8th Gen - (8 GB/1 TB HDD/DOS/4 GB Graphics) 330-15IKB Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion Core i7 9th Gen - (12 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce ...,HP,Pavilion,Intel Core i7 Processor (9th Gen),12 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330-15IKB Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 5000 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 5570 Laptop,Dell,Inspiron,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion Core i7 9th Gen - (12 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce ...,HP,Pavilion,Intel Core i7 Processor (9th Gen),12 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 330-15IKB Laptop,Lenovo,Ideapad,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 5000 Series Core i3 8th Gen - (4 GB + 16 GB Optane/1 TB HDD/Windows 10 Home) 5570 Lap...,Dell,Inspiron,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce2065TX Laptop,HP,Pavilion,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,35.56 cm (14 inch) ,Laptop
Acer Aspire 5 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-51G-5206 Laptop,Acer,Aspire,Intel Core i5 Processor (7th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 5000 Core i7 8th Gen - (8 GB/2 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 5570 ...,Dell,Inspiron,Intel Core i7 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD|128 GB SSD,39.62 cm (15.6 inch) ,Laptop
Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4117T Thin and Light Lapt...,Asus,ZenBook,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,512 GB SSD,33.78 cm (13.3 inch) ,Laptop
HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15-cs2082tx ...,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) da0435tx Laptop,HP,Pavilion,Intel Core i3 Processor (7th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo IdeaPad Pentium Quad Core - (4 GB/1 TB HDD/DOS) 110-15IBR Laptop,Lenovo,Ideapad,Intel Pentium Quad Core Processor,4 GB DDR3 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 15 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15-da0296tu Laptop,HP,Envy,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 520 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) 520-15IKB Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,2 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Thinpad E480 Core i3 7th Gen - (4 GB/500 GB HDD/Windows 10 Pro/512 MB Graphics) ThinkPad E480 L...,Lenovo,ThinkPad X Series,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,500 GB HDD,35.56 cm (14 inch) ,Laptop
AGB Orion Core i7 7th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10/2 GB Graphics/Intel Integrated Intel ...,AGB,Orion,Intel Core i7 Processor (7th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD|512 GB SSD,35.56 cm (14 inch) ,Laptop
Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 330-14IKB Laptop,Lenovo,Ideapad,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP 250-G6 Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 2RC10PA Laptop,HP,Pavilion,Intel Core i5 Processor (7th Gen),4 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 250 G6 Laptop,HP,Zbook,Intel Core i5 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 300 Core i3 7th Gen - (4 GB/1 TB HDD/16 GB EMMC Storage/Windows 10 Pro) 348 G4 Laptop,HP,Envy,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
Lenovo IdeaPad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10) 81DE008PIN Laptop,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell Inspiron 15 5000 Series Core i5 8th Gen - (4 GB + 16 GB Optane/2 TB HDD/Windows 10 Home/2 GB Grap...,Dell,Inspiron,Intel Core i5 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,2 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP Pavilion x360 Core i3 8th Gen - (4 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 14-cd0050TX ...,HP,Pavilion,Intel Core i3 Processor (8th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD|8 GB SSD,35.56 cm (14 inch) Touchscreen ,Laptop
Asus ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-B7611T Thin...,Asus,ZenBook,Intel Core i7 Processor (10th Gen),16 GB DDR3 ,64 bit Windows 10,1 TB SSD,35.56 cm (14 inch) ,Laptop
HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus Vivobook Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10) X507UA-EJ274T Laptop,Asus,Vivo,Intel Core i3 Processor (7th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
HP 240 G7 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Pro) 8DV28PA Notebook,HP,Envy,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,35.56 cm (14 inch) ,Laptop
HP 15 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) 15-da0077tx Laptop,HP,Pavilion,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,D,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Microsoft SurfacePro 6 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1796 2 in 1 Laptop,Microsoft,SurfacePro,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,128 GB SSD,31.24 cm (12.3 inch) Touchscreen ,Laptop
Asus X Series Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X510UA-EJ796T Laptop,Asus,Vivo,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Dell XPS 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,Dell,XPS,Intel Core i5 Processor (8th Gen),8 GB DDR3 ,64 bit Windows 10,256 GB SSD,33.02 cm (13 inch) ,Laptop
Asus Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) X507UA-EJ456T Laptop,Asus,ZenBook,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Asus VivoBook Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home) X505ZA-EJ509TX505Z Thin and Light La...,Asus,Vivo,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
Lenovo Ideapad 530s Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 530S-15IKB Lapto...,Lenovo,Ideapad,Intel Core i5 Processor (8th Gen),8 GB DDR4 ,64 bit Windows 10,512 GB SSD,39.62 cm (15.6 inch) ,Laptop
Lenovo IP330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) Ideapad 330 Laptop,Lenovo,Ideapad,Intel Core i3 Processor (7th Gen),4 GB DDR4 ,64 bit Windows 10,1 TB HDD,39.62 cm (15.6 inch) ,Laptop
